Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
9,8,1,1s1,5s1,0.5,0,2S,1057978.6972440134,1057.9786972440133,True,28115158,F,-1.62,-1.6228983632361276,-1.6157381534576416,115.97075238524573,-78.8684814994362,194.83923388468193,-44082.44571850057
9,8,1,1s1,6s1,0.5,0,2S,1071448.3334357776,1071.4483334357776,True,28115158,F,-1.125,-1.1266972150130834,-1.1375815868377686,-342.3624190299589,-46.183573263501906,-296.178845766457,-30612.8095267365
9,8,1,1s1,7s1,0.5,0,2S,1079570.0992285851,1079.5700992285851,True,28115158,F,-0.826530612244898,-0.8276083657193454,-0.8365404009819031,-272.38022756338586,-29.32716607114335,-243.05306149224248,-22491.04373392886
9,8,1,1s1,8s1,0.5,0,2S,1084841.4376037247,1084.8414376037247,True,28115158,F,-0.6328125,-0.633539006214421,-0.6339589953422546,-31.19772758731718,-19.769241210721827,-11.428486376595353,-17219.70535878928
9,8,1,1s1,9s1,0.5,0,2S,1088455.44983952,1088.45544983952,True,28115158,F,-0.5,-0.5005126999734554,-0.4991069734096527,24.30049147787781,-13.951277006002064,38.25176848387987,-13605.693122994
9,8,1,1s1,10s1,0.5,0,2S,1091040.5315328888,1091.0405315328887,True,28115158,F,-0.405,-0.4053751911160486,-0.41063225269317627,-153.26140346902488,-10.209470374860581,-143.0519330941643,-11020.611429625142
10,9,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Ne,-50.0,-50.06669479034232,-49.79121017456055,5681.46058426537,-1814.8577006000012,7496.318284865371,-1360569.3122994
10,9,1,1s1,2s1,0.5,0,2S,1020426.98422455,1020.42698422455,True,28115158,Ne,-12.5,-12.520852885627379,-12.475964546203613,654.0380168510776,-567.435925150024,1221.4739420011015,-340142.32807485
10,9,1,1s1,3s1,0.5,0,2S,1209394.9442661332,1209.3949442661333,True,28115158,Ne,-5.555555555555555,-5.562943564564578,-5.529694557189941,703.7136152335856,-201.0379667333527,904.7515819669384,-151174.36803326666
10,9,1,1s1,4s1,0.5,0,2S,1275533.7302806876,1275.5337302806877,True,28115158,Ne,-3.125,-3.1325101495910608,-3.1197030544281006,144.13723188093076,-204.36158128750364,348.4988131684344,-85035.5820187125
10,9,1,1s1,5s1,0.5,0,2S,1306146.539807424,1306.146539807424,True,28115158,Ne,-2.0,-2.0039240965917253,-1.9959003925323486,111.55600225919811,-106.78010802400286,218.33611028320095,-54422.772491976
10,9,1,1s1,6s1,0.5,0,2S,1322775.7202910834,1322.7757202910834,True,28115158,Ne,-1.3888888888888888,-1.3911901678872187,-1.4048099517822266,-433.23419183728004,-62.620991683334765,-370.6132001539453,-37793.592008316664
10,9,1,1s1,7s1,0.5,0,2S,1332802.5916402284,1332.8025916402285,True,28115158,Ne,-1.0204081632653061,-1.0218710229839816,-1.0309274196624756,-286.2435488439578,-39.80644082857462,-246.4371080153832,-27766.720659171428
10,9,1,1s1,8s1,0.5,0,2S,1339310.416794722,1339.310416794722,True,28115158,Ne,-0.78125,-0.7822368551009905,-0.7859979867935181,-129.19930252927017,-26.853695321876057,-102.34560720739412,-21258.895504678127
10,9,1,1s1,9s1,0.5,0,2S,1343772.1602957037,1343.7721602957038,True,28115158,Ne,-0.6172839506172839,-0.6179807948034746,-0.6174207329750061,-3.722037567615334,-18.962096303704907,15.240058736089573,-16797.152003696294
10,9,1,1s1,10s1,0.5,0,2S,1346963.619176406,1346.963619176406,True,28115158,Ne,-0.5,-0.5005101789699541,-0.5045268535614014,-123.18196073831896,-13.88267700600103,-109.29928373231793,-13605.693122994
11,10,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Z11,-60.5,-60.59770844063919,-60.121280670166016,10305.477962934276,-2658.7821177261394,12964.260080660415,-1646288.867882274
11,10,1,1s1,2s1,0.5,0,2S,1234716.6509117056,1234.7166509117055,True,28115158,Z11,-15.125,-15.15554967585689,-15.087480545043945,1020.9563805481529,-831.2990294315487,1852.2554099797014,-411572.2169705685
11,10,1,1s1,3s1,0.5,0,2S,1463367.8825620213,1463.3678825620214,True,28115158,Z11,-6.722222222222222,-6.733051647709164,-6.7043938636779785,485.13435047937855,-294.6836797473222,779.8180302267007,-182920.98532025266
11,10,1,1s1,4s1,0.5,0,2S,1543395.813639632,1543.395813639632,True,28115158,Z11,-3.78125,-3.791202185269422,-3.778693437576294,69.56760757344468,-270.8127573578799,340.38036493132455,-102893.05424264213
11,10,1,1s1,5s1,0.5,0,2S,1580437.313166983,1580.437313166983,True,28115158,Z11,-2.42,-2.425211112121491,-2.4237639904022217,-102.42339666104779,-141.80158470904914,39.378188048001356,-65851.55471529096
